state,posterior,prior,likelihood
11380000,-389768.0467,-5267.887313,-384500.1594
11400000,-389734.8156,-5270.875416,-384463.9402
11420000,-389764.23,-5262.962943,-384501.2671
11440000,-389754.5368,-5260.873326,-384493.6635
11460000,-389775.5013,-5253.546681,-384521.9546
11480000,-389728.3735,-5253.622869,-384474.7507
11500000,-389756.9335,-5246.597636,-384510.3359
11520000,-389737.0276,-5241.645787,-384495.3818
11540000,-389652.4062,-5246.022938,-384406.3832
11560000,-389711.0493,-5245.155252,-384465.8941
11580000,-389653.2588,-5248.992145,-384404.2666
11600000,-389733.8899,-5244.981958,-384488.908
11620000,-389752.5357,-5248.564145,-384503.9716
11640000,-389720.0816,-5247.449966,-384472.6317
11660000,-389711.5202,-5253.351069,-384458.1691
11680000,-389679.2044,-5256.627999,-384422.5764
11700000,-389734.206,-5256.669131,-384477.5368
11720000,-389689.1293,-5254.48279,-384434.6465
11740000,-389700.5844,-5266.356603,-384434.2278
11760000,-389679.5993,-5268.007961,-384411.5913
11780000,-389702.1469,-5255.749225,-384446.3977
11800000,-389676.8482,-5250.703655,-384426.1446
11820000,-389665.5652,-5254.830384,-384410.7348
11840000,-389709.4177,-5256.678672,-384452.7391
11860000,-389704.3141,-5264.358987,-384439.9551
11880000,-389717.5522,-5259.814856,-384457.7374
11900000,-389668.7946,-5256.495198,-384412.2994
11920000,-389676.0183,-5256.972087,-384419.0463
11940000,-389737.3219,-5254.507788,-384482.8141
11960000,-389772.2725,-5256.825889,-384515.4466
11980000,-389728.6555,-5263.961834,-384464.6936
12000000,-389697.9708,-5266.468069,-384431.5027
12020000,-389721.4566,-5267.572199,-384453.8844
12040000,-389713.7425,-5274.336323,-384439.4062
12060000,-389807.1397,-5286.711905,-384520.4278
12080000,-389745.6273,-5265.165426,-384480.4619
12100000,-389734.6496,-5273.989531,-384460.6601
12120000,-389696.9557,-5268.486447,-384428.4692
12140000,-389687.8996,-5278.183882,-384409.7157
12160000,-389685.0713,-5268.146655,-384416.9247
12180000,-389715.383,-5267.364349,-384448.0187
12200000,-389723.3041,-5268.744002,-384454.5601
12220000,-389701.9767,-5275.140737,-384426.836
12240000,-389795.4108,-5275.014985,-384520.3958
12260000,-389756.7514,-5279.477728,-384477.2737
12280000,-389749.4714,-5269.480111,-384479.9913
12300000,-389765.9286,-5272.226618,-384493.702
12320000,-389794.0574,-5278.319071,-384515.7383
12340000,-389735.341,-5280.051161,-384455.2899
12360000,-389733.1923,-5275.800663,-384457.3916
12380000,-389783.3352,-5286.934998,-384496.4002
12400000,-389766.6384,-5285.706338,-384480.932
12420000,-389682.9616,-5282.986805,-384399.9748
12440000,-389697.5983,-5278.741687,-384418.8567
12460000,-389760.6718,-5286.048175,-384474.6236
12480000,-389698.338,-5282.291103,-384416.0469
12500000,-389725.6759,-5283.123928,-384442.552
12520000,-389701.5879,-5290.391707,-384411.1962
12540000,-389714.4545,-5291.407124,-384423.0474
12560000,-389732.282,-5288.79491,-384443.4871
12580000,-389688.0419,-5287.388456,-384400.6534
12600000,-389725.3876,-5289.430808,-384435.9568
12620000,-389689.3956,-5288.788913,-384400.6067
12640000,-389729.761,-5295.636014,-384434.125
12660000,-389748.4925,-5298.91083,-384449.5816
12680000,-389696.5835,-5292.959625,-384403.6239
12700000,-389746.3342,-5291.563406,-384454.7707
12720000,-389714.3527,-5292.241846,-384422.1108
12740000,-389688.4848,-5284.341955,-384404.1428
12760000,-389720.5211,-5287.595953,-384432.9251
12780000,-389691.2696,-5286.030378,-384405.2392
12800000,-389715.7208,-5287.556418,-384428.1644
12820000,-389772.3815,-5286.118292,-384486.2632
12840000,-389730.4553,-5284.670925,-384445.7844
12860000,-389770.3169,-5289.478535,-384480.8383
12880000,-389772.6748,-5289.374527,-384483.3003
12900000,-389765.8955,-5287.844725,-384478.0508
12920000,-389766.8344,-5287.656861,-384479.1775
12940000,-389744.9505,-5290.526292,-384454.4242
12960000,-389768.4479,-5285.911968,-384482.5359
12980000,-389784.2845,-5288.333728,-384495.9508
13000000,-389774.3608,-5285.251441,-384489.1093
13020000,-389758.5169,-5288.135886,-384470.381
13040000,-389769.377,-5286.793767,-384482.5833
13060000,-389760.843,-5297.433435,-384463.4096
13080000,-389746.4519,-5302.30203,-384444.1499
13100000,-389735.8526,-5293.687315,-384442.1653
13120000,-389736.0339,-5300.936044,-384435.0979
13140000,-389737.6413,-5297.213076,-384440.4282
13160000,-389787.9223,-5306.661625,-384481.2606
13180000,-389767.2941,-5303.487849,-384463.8062
13200000,-389784.6604,-5302.267201,-384482.3932
13220000,-389839.705,-5294.579705,-384545.1253
13240000,-389757.9429,-5296.755878,-384461.187
13260000,-389745.9989,-5302.596938,-384443.402
13280000,-389788.5065,-5309.59483,-384478.9117
13300000,-389818.051,-5303.610536,-384514.4404
13320000,-389798.3071,-5304.284641,-384494.0224
13340000,-389763.1277,-5320.604788,-384442.523
13360000,-389793.1842,-5313.444116,-384479.7401
13380000,-389793.4898,-5322.241001,-384471.2488
13400000,-389796.4982,-5316.342132,-384480.156
13420000,-389776.1905,-5316.945216,-384459.2453
13440000,-389815.1995,-5311.755956,-384503.4435
13460000,-389791.3642,-5310.338319,-384481.0259
13480000,-389766.3138,-5303.054492,-384463.2593
13500000,-389755.9383,-5306.674516,-384449.2637
13520000,-389746.7807,-5300.569453,-384446.2113
13540000,-389778.1791,-5304.956515,-384473.2226
13560000,-389805.5193,-5303.667546,-384501.8517
13580000,-389747.5766,-5297.594918,-384449.9817
13600000,-389741.5764,-5295.837039,-384445.7394
13620000,-389789.9267,-5301.649567,-384488.2771
13640000,-389808.7841,-5306.064441,-384502.7197
13660000,-389761.0669,-5301.443004,-384459.6239
13680000,-389709.16,-5305.264743,-384403.8953
13700000,-389722.1778,-5311.382327,-384410.7955
13720000,-389725.4799,-5306.793025,-384418.6869
13740000,-389721.1957,-5310.706932,-384410.4887
13760000,-389704.0159,-5303.034414,-384400.9815
13780000,-389739.3154,-5317.14715,-384422.1683
13800000,-389714.5833,-5313.097137,-384401.4862
13820000,-389796.3223,-5319.31811,-384477.0042
13840000,-389708.5388,-5317.17904,-384391.3598
13860000,-389804.1319,-5318.966729,-384485.1652
13880000,-389744.1134,-5315.083683,-384429.0297
13900000,-389753.0953,-5318.586895,-384434.5084
13920000,-389758.4748,-5320.440858,-384438.0339
13940000,-389768.2028,-5319.332478,-384448.8704
13960000,-389780.6749,-5320.805267,-384459.8696
13980000,-389745.1213,-5317.728782,-384427.3925
14000000,-389760.5121,-5323.308457,-384437.2036
14020000,-389774.0649,-5314.295448,-384459.7694
14040000,-389710.0317,-5305.991355,-384404.0403
14060000,-389724.1873,-5317.273848,-384406.9134
14080000,-389731.0602,-5321.68262,-384409.3776
14100000,-389763.8677,-5310.084521,-384453.7832
14120000,-389787.6272,-5310.239645,-384477.3875
14140000,-389692.6914,-5305.52083,-384387.1706
14160000,-389715.9607,-5309.014424,-384406.9463
14180000,-389707.4447,-5299.929845,-384407.5149
14200000,-389745.8804,-5302.732471,-384443.148
14220000,-389726.4919,-5308.47324,-384418.0187
14240000,-389723.7634,-5305.088242,-384418.6752
14260000,-389731.9977,-5308.454642,-384423.5431
14280000,-389750.8905,-5302.819066,-384448.0715
14300000,-389782.4367,-5300.402917,-384482.0338
14320000,-389802.1646,-5299.386134,-384502.7785
14340000,-389729.2862,-5291.706778,-384437.5795
14360000,-389732.2807,-5294.605054,-384437.6757
14380000,-389719.2655,-5295.197836,-384424.0677
14400000,-389700.4885,-5291.588321,-384408.9002
14420000,-389708.9408,-5291.364241,-384417.5766
14440000,-389669.5557,-5290.04276,-384379.5129
14460000,-389696.1818,-5285.948357,-384410.2334
14480000,-389724.126,-5283.087704,-384441.0383
14500000,-389735.0557,-5299.322403,-384435.7333
14520000,-389705.9719,-5286.753775,-384419.2181
14540000,-389720.5707,-5286.864486,-384433.7062
14560000,-389693.3779,-5292.7977,-384400.5802
14580000,-389701.2937,-5302.536802,-384398.7569
14600000,-389710.7755,-5291.641208,-384419.1343
14620000,-389703.3809,-5291.023336,-384412.3575
14640000,-389728.4649,-5293.801108,-384434.6638
14660000,-389767.1233,-5292.465487,-384474.6578
14680000,-389762.1507,-5295.980324,-384466.1703
14700000,-389696.5697,-5302.869756,-384393.7
14720000,-389725.1308,-5300.157661,-384424.9731
14740000,-389699.7132,-5293.22813,-384406.4851
14760000,-389704.6789,-5290.492962,-384414.186
14780000,-389646.0296,-5290.428443,-384355.6012
14800000,-389707.6105,-5292.009943,-384415.6006
14820000,-389746.9207,-5286.715128,-384460.2056
14840000,-389715.111,-5289.944984,-384425.166
14860000,-389721.4397,-5288.034076,-384433.4057
14880000,-389697.9123,-5279.894367,-384418.018
14900000,-389658.6351,-5280.329147,-384378.3059
14920000,-389644.5124,-5277.366124,-384367.1463
14940000,-389657.8896,-5280.372046,-384377.5176
14960000,-389639.6166,-5276.079579,-384363.537
14980000,-389668.8478,-5291.139423,-384377.7084
15000000,-389736.2308,-5282.637119,-384453.5937
15020000,-389715.6839,-5279.91662,-384435.7673
15040000,-389674.6878,-5284.363168,-384390.3246
15060000,-389675.6243,-5280.188882,-384395.4354
15080000,-389682.6257,-5279.870253,-384402.7554
15100000,-389682.6839,-5276.16099,-384406.5229
15120000,-389718.8923,-5283.957437,-384434.9349
15140000,-389726.8867,-5287.93956,-384438.9472
15160000,-389710.2582,-5284.401076,-384425.8571
15180000,-389754.4454,-5284.174581,-384470.2708
15200000,-389672.7754,-5287.244596,-384385.5308
15220000,-389649.2781,-5285.973505,-384363.3046
15240000,-389703.7439,-5283.54534,-384420.1986
15260000,-389649.8997,-5285.610717,-384364.289
15280000,-389676.2247,-5283.530651,-384392.6941
15300000,-389631.9335,-5269.154033,-384362.7795
15320000,-389631.3831,-5270.309375,-384361.0737
15340000,-389708.6621,-5274.446814,-384434.2153
15360000,-389630.8697,-5274.388382,-384356.4813
15380000,-389634.6736,-5281.581374,-384353.0922
15400000,-389663.6942,-5278.041119,-384385.6531
15420000,-389652.2825,-5270.947922,-384381.3345
15440000,-389650.9332,-5284.307516,-384366.6257
15460000,-389697.0993,-5284.266586,-384412.8328
15480000,-389693.1256,-5287.711643,-384405.414
15500000,-389675.0828,-5291.536271,-384383.5465
15520000,-389655.2356,-5292.436153,-384362.7995
15540000,-389688.0253,-5297.925352,-384390.1
15560000,-389637.6099,-5296.477549,-384341.1324
15580000,-389698.665,-5289.32373,-384409.3412
15600000,-389710.9223,-5296.172082,-384414.7502
15620000,-389696.7551,-5305.008333,-384391.7467
15640000,-389693.4728,-5291.071122,-384402.4017
15660000,-389660.383,-5286.604195,-384373.7788
15680000,-389701.8072,-5293.058715,-384408.7485
15700000,-389689.4797,-5281.371599,-384408.1081
15720000,-389648.8445,-5287.749015,-384361.0955
15740000,-389618.5611,-5284.021738,-384334.5394
15760000,-389626.5072,-5283.04818,-384343.459
15780000,-389632.7031,-5282.01288,-384350.6903
15800000,-389643.7368,-5282.123678,-384361.6131
15820000,-389670.0443,-5281.166957,-384388.8773
15840000,-389685.9365,-5280.820314,-384405.1162
15860000,-389701.6537,-5284.189686,-384417.464
15880000,-389640.1291,-5282.565091,-384357.564
15900000,-389679.7529,-5282.498981,-384397.254
15920000,-389684.2226,-5289.857461,-384394.3652
15940000,-389681.5764,-5287.262591,-384394.3138
15960000,-389688.0198,-5295.127272,-384392.8925
15980000,-389624.4322,-5289.646441,-384334.7858
16000000,-389673.1093,-5288.835815,-384384.2735
16020000,-389656.1828,-5284.103688,-384372.0791
16040000,-389652.5255,-5280.558197,-384371.9673
16060000,-389666.1049,-5288.700465,-384377.4044
16080000,-389701.7193,-5292.855557,-384408.8638
16100000,-389682.684,-5299.395901,-384383.2881
16120000,-389685.9841,-5297.64777,-384388.3363
16140000,-389677.0348,-5299.46686,-384377.5679
16160000,-389748.8787,-5304.685019,-384444.1937
16180000,-389699.8374,-5303.255331,-384396.5821
16200000,-389718.2335,-5302.858918,-384415.3745
16220000,-389704.1622,-5304.516229,-384399.6459
16240000,-389714.7272,-5304.68621,-384410.041
16260000,-389714.3063,-5309.611266,-384404.6951
16280000,-389685.4977,-5305.518692,-384379.979
16300000,-389676.1267,-5308.81931,-384367.3074
16320000,-389730.4197,-5311.90202,-384418.5176
16340000,-389735.5346,-5309.728488,-384425.8061
16360000,-389667.4313,-5308.296506,-384359.1348
16380000,-389679.8463,-5305.288852,-384374.5575
16400000,-389651.4261,-5302.768802,-384348.6573
16420000,-389664.4146,-5305.513847,-384358.9008
16440000,-389684.2264,-5309.441262,-384374.7851
16460000,-389660.3366,-5296.240662,-384364.096
16480000,-389690.6251,-5298.838821,-384391.7863
16500000,-389665.4581,-5297.757724,-384367.7004
16520000,-389651.3753,-5292.688138,-384358.6872
16540000,-389656.4777,-5295.173219,-384361.3045
16560000,-389652.5539,-5289.6487,-384362.9052
16580000,-389670.7669,-5297.526597,-384373.2403
16600000,-389725.843,-5302.03978,-384423.8032
16620000,-389671.9535,-5313.199833,-384358.7536
16640000,-389729.2456,-5314.969691,-384414.2759
16660000,-389697.2035,-5312.677255,-384384.5263
16680000,-389730.5532,-5309.441793,-384421.1114
16700000,-389760.5729,-5315.85607,-384444.7168
16720000,-389749.1362,-5323.19332,-384425.9429
16740000,-389733.9568,-5321.660722,-384412.2961
16760000,-389742.9613,-5316.791605,-384426.1697
16780000,-389777.5573,-5311.037372,-384466.52
16800000,-389768.6404,-5314.816709,-384453.8237
16820000,-389798.3592,-5313.863503,-384484.4957
16840000,-389790.0716,-5312.8717,-384477.1999
16860000,-389737.6819,-5309.215485,-384428.4665
16880000,-389757.0971,-5308.165886,-384448.9312
16900000,-389772.6574,-5316.740935,-384455.9165
16920000,-389728.7647,-5311.814899,-384416.9498
16940000,-389801.7927,-5314.979669,-384486.813
16960000,-389745.1943,-5320.623247,-384424.5711
16980000,-389774.3468,-5308.557478,-384465.7893
17000000,-389717.0963,-5312.813202,-384404.2831
17020000,-389686.6248,-5307.398205,-384379.2266
17040000,-389740.8739,-5309.385998,-384431.4879
17060000,-389663.5865,-5309.083596,-384354.5029
17080000,-389725.7867,-5313.592658,-384412.1941
17100000,-389717.8466,-5309.348523,-384408.4981
17120000,-389715.7388,-5312.409256,-384403.3295
17140000,-389749.3729,-5314.480765,-384434.8922
17160000,-389678.6384,-5310.007612,-384368.6308
17180000,-389713.6506,-5308.467466,-384405.1832
17200000,-389741.5509,-5313.464807,-384428.0861
17220000,-389775.8474,-5314.596881,-384461.2505
17240000,-389737.7723,-5313.182738,-384424.5896
17260000,-389707.8534,-5313.801849,-384394.0516
17280000,-389789.5758,-5321.456812,-384468.1189
17300000,-389765.2326,-5317.601299,-384447.6313
17320000,-389733.1431,-5316.026947,-384417.1161
17340000,-389735.6444,-5323.327744,-384412.3167
17360000,-389738.6458,-5321.274341,-384417.3715
17380000,-389719.4133,-5318.829825,-384400.5835
17400000,-389751.0591,-5313.938785,-384437.1203
17420000,-389730.35,-5315.90651,-384414.4435
17440000,-389740.6828,-5312.711302,-384427.9715
17460000,-389677.2569,-5312.902474,-384364.3544
17480000,-389707.2064,-5318.178809,-384389.0276
17500000,-389698.2692,-5317.11502,-384381.1541
17520000,-389696.3151,-5314.302807,-384382.0123
17540000,-389669.7142,-5308.137464,-384361.5767
17560000,-389728.864,-5313.576963,-384415.287
17580000,-389673.3763,-5318.954911,-384354.4214
17600000,-389703.5709,-5311.974185,-384391.5967
17620000,-389708.0717,-5313.276627,-384394.7951
17640000,-389671.2639,-5317.797139,-384353.4668
17660000,-389685.9675,-5324.876675,-384361.0908
17680000,-389709.4929,-5325.131203,-384384.3617
17700000,-389737.5546,-5318.143084,-384419.4115
17720000,-389714.6617,-5315.900895,-384398.7608
17740000,-389705.3289,-5312.530212,-384392.7987
17760000,-389704.5793,-5322.669014,-384381.9103
17780000,-389725.3752,-5311.473053,-384413.9021
17800000,-389706.9176,-5304.254874,-384402.6627
17820000,-389727.6834,-5307.814026,-384419.8694
17840000,-389708.1173,-5301.569198,-384406.5481
17860000,-389703.5196,-5309.611168,-384393.9084
17880000,-389687.6798,-5315.047107,-384372.6327
17900000,-389668.8138,-5317.751421,-384351.0624
17920000,-389660.1588,-5309.359498,-384350.7993
17940000,-389690.4271,-5313.915096,-384376.5121
17960000,-389735.3869,-5316.596512,-384418.7904
17980000,-389786.138,-5324.654385,-384461.4836
18000000,-389746.3323,-5322.746082,-384423.5862
18020000,-389705.3408,-5329.479822,-384375.861
18040000,-389683.7673,-5319.341741,-384364.4256
18060000,-389721.615,-5324.735358,-384396.8796
18080000,-389781.6073,-5327.711989,-384453.8953
18100000,-389731.8404,-5333.122572,-384398.7178
18120000,-389738.6139,-5330.442704,-384408.1712
18140000,-389755.8162,-5344.643669,-384411.1725
18160000,-389767.7538,-5335.975,-384431.7788
18180000,-389692.9725,-5338.551623,-384354.4208
18200000,-389698.5827,-5347.50426,-384351.0785
18220000,-389697.5277,-5341.820793,-384355.7069
18240000,-389686.031,-5350.12717,-384335.9039
18260000,-389716.0981,-5344.933382,-384371.1647
18280000,-389668.4701,-5340.385415,-384328.0847
18300000,-389666.729,-5334.813485,-384331.9155
18320000,-389711.0201,-5341.513892,-384369.5062
18340000,-389706.5943,-5345.909918,-384360.6844
18360000,-389662.4302,-5341.484247,-384320.9459
18380000,-389712.3256,-5346.427278,-384365.8983
18400000,-389700.031,-5344.758266,-384355.2727
18420000,-389717.4358,-5350.348665,-384367.0872
18440000,-389677.8818,-5349.819481,-384328.0623
18460000,-389719.6794,-5347.657669,-384372.0217
18480000,-389757.0037,-5343.919295,-384413.0844
18500000,-389790.5615,-5342.136128,-384448.4253
18520000,-389756.2579,-5342.16297,-384414.0949
18540000,-389686.4682,-5336.562656,-384349.9055
18560000,-389686.407,-5337.336507,-384349.0705
18580000,-389681.581,-5342.367572,-384339.2134
18600000,-389659.0935,-5348.838016,-384310.2555
18620000,-389716.697,-5341.067837,-384375.6292
18640000,-389658.4025,-5337.694035,-384320.7085
18660000,-389701.2599,-5338.076026,-384363.1838
18680000,-389697.9891,-5339.709243,-384358.2798
18700000,-389689.9477,-5348.113847,-384341.8339
18720000,-389735.1213,-5348.382515,-384386.7388
18740000,-389687.8758,-5341.764627,-384346.1112
18760000,-389677.5094,-5347.665668,-384329.8437
18780000,-389716.045,-5353.255629,-384362.7893
18800000,-389661.6084,-5343.174643,-384318.4338
18820000,-389746.4541,-5339.248523,-384407.2056
18840000,-389671.5032,-5344.528049,-384326.9752
18860000,-389662.3153,-5331.980968,-384330.3344
18880000,-389660.6093,-5339.679661,-384320.9296
18900000,-389693.4812,-5340.551438,-384352.9298
18920000,-389738.0426,-5341.51964,-384396.523
18940000,-389675.9041,-5334.523402,-384341.3806
18960000,-389738.6413,-5335.498272,-384403.143
18980000,-389706.4354,-5334.552579,-384371.8828
19000000,-389722.5748,-5332.299524,-384390.2753
19020000,-389667.9746,-5339.583723,-384328.3908
19040000,-389702.4687,-5337.429851,-384365.0388
19060000,-389768.1347,-5336.095152,-384432.0396
19080000,-389737.5602,-5336.16001,-384401.4001
19100000,-389776.5862,-5339.579671,-384437.0065
19120000,-389700.9934,-5335.639304,-384365.3541
19140000,-389730.1133,-5340.566205,-384389.5471
19160000,-389772.2804,-5344.419027,-384427.8614
19180000,-389697.3863,-5338.774913,-384358.6113
19200000,-389727.2126,-5346.491706,-384380.7209
19220000,-389752.1926,-5346.838983,-384405.3536
19240000,-389744.5853,-5348.732698,-384395.8526
19260000,-389704.8269,-5347.872897,-384356.954
19280000,-389713.8198,-5345.653427,-384368.1664
19300000,-389711.6993,-5355.360395,-384356.3389
19320000,-389739.2811,-5348.130719,-384391.1503
19340000,-389764.4021,-5351.163376,-384413.2387
19360000,-389717.7366,-5344.842042,-384372.8946
19380000,-389686.0544,-5342.348256,-384343.7062
19400000,-389704.2836,-5342.045628,-384362.238
19420000,-389679.3401,-5336.9585,-384342.3816
19440000,-389702.7942,-5339.711208,-384363.083
19460000,-389662.4364,-5327.465922,-384334.9705
19480000,-389716.3357,-5332.204043,-384384.1316
19500000,-389710.949,-5327.111906,-384383.8371
19520000,-389723.8522,-5326.968132,-384396.884
19540000,-389725.9729,-5330.811687,-384395.1612
19560000,-389755.7374,-5332.319905,-384423.4175
19580000,-389707.6722,-5323.107491,-384384.5647
19600000,-389713.5647,-5329.861643,-384383.7031
19620000,-389706.0862,-5325.967319,-384380.1189
19640000,-389686.9056,-5323.616693,-384363.289
19660000,-389677.8669,-5322.793514,-384355.0734
19680000,-389683.2401,-5328.608072,-384354.632
19700000,-389688.4042,-5332.477397,-384355.9268
19720000,-389688.7469,-5330.802942,-384357.9439
19740000,-389711.6824,-5330.979896,-384380.7025
19760000,-389650.2893,-5335.21627,-384315.073
19780000,-389713.121,-5331.66507,-384381.4559
19800000,-389652.9165,-5341.96443,-384310.9521
19820000,-389686.4811,-5333.854977,-384352.6261
19840000,-389745.5507,-5335.302288,-384410.2484
19860000,-389743.9583,-5338.302718,-384405.6555
19880000,-389698.1267,-5341.527515,-384356.5992
19900000,-389717.5893,-5343.954638,-384373.6346
19920000,-389728.9293,-5348.907573,-384380.0218
19940000,-389726.7307,-5347.947386,-384378.7833
19960000,-389740.4419,-5338.307018,-384402.1349
19980000,-389700.1538,-5345.123012,-384355.0308
20000000,-389725.3335,-5344.20857,-384381.1249
20020000,-389673.004,-5337.063005,-384335.941
20040000,-389740.2008,-5335.599523,-384404.6012
20060000,-389756.4774,-5331.4947,-384424.9827
20080000,-389761.6285,-5333.601341,-384428.0272
20100000,-389707.4075,-5336.495113,-384370.9124
20120000,-389697.4036,-5334.178397,-384363.2252
20140000,-389732.8622,-5329.911147,-384402.9511
20160000,-389694.0555,-5333.845882,-384360.2097
20180000,-389749.9234,-5336.833194,-384413.0902
20200000,-389680.5581,-5340.644454,-384339.9136
20220000,-389706.6207,-5334.994481,-384371.6263
20240000,-389682.6899,-5338.134774,-384344.5551
20260000,-389723.8809,-5337.948094,-384385.9328
20280000,-389671.4838,-5336.475726,-384335.0081
20300000,-389654.4575,-5341.537752,-384312.9197
20320000,-389733.5456,-5337.793312,-384395.7523
20340000,-389717.7971,-5331.647684,-384386.1494
20360000,-389664.6342,-5331.496915,-384333.1373
20380000,-389699.8342,-5338.641098,-384361.1931
20400000,-389679.0297,-5320.216202,-384358.8135
20420000,-389641.8429,-5316.362147,-384325.4808
20440000,-389678.3627,-5318.42178,-384359.9409
20460000,-389651.6149,-5315.081865,-384336.533
20480000,-389648.5654,-5321.620525,-384326.9449
20500000,-389684.7868,-5311.660117,-384373.1267
20520000,-389647.9739,-5317.05587,-384330.918
20540000,-389695.0168,-5308.533313,-384386.4834
20560000,-389596.4673,-5312.283641,-384284.1836
20580000,-389651.9446,-5316.705435,-384335.2392
20600000,-389673.0491,-5319.234641,-384353.8145
20620000,-389681.3359,-5315.689506,-384365.6464
20640000,-389665.6826,-5311.387437,-384354.2951
20660000,-389601.8394,-5314.798366,-384287.0411
20680000,-389666.1398,-5316.44001,-384349.6997
20700000,-389671.7355,-5307.152608,-384364.5829
20720000,-389700.9178,-5317.504897,-384383.4129
20740000,-389650.5755,-5309.985962,-384340.5896
20760000,-389650.2233,-5306.452138,-384343.7712
20780000,-389687.019,-5308.166127,-384378.8529
20800000,-389648.7436,-5310.921131,-384337.8225
20820000,-389704.0171,-5317.542729,-384386.4744
20840000,-389694.0891,-5318.741419,-384375.3477
20860000,-389714.9708,-5322.33479,-384392.636
20880000,-389649.0902,-5313.164183,-384335.926
20900000,-389684.0124,-5314.413076,-384369.5993
20920000,-389643.8529,-5318.076759,-384325.7762
20940000,-389620.6027,-5308.978476,-384311.6242
20960000,-389616.3725,-5305.489648,-384310.8829
20980000,-389619.9756,-5310.795408,-384309.1802
21000000,-389691.0428,-5312.177964,-384378.8649
21020000,-389637.0803,-5310.399637,-384326.6807
21040000,-389630.5754,-5303.13285,-384327.4426
21060000,-389675.4524,-5314.355809,-384361.0966
21080000,-389648.132,-5315.802789,-384332.3292
21100000,-389658.103,-5312.855078,-384345.2479
21120000,-389614.9913,-5303.449931,-384311.5414
21140000,-389633.3424,-5306.767454,-384326.5749
21160000,-389693.0955,-5310.723472,-384382.3721
21180000,-389691.6264,-5305.927917,-384385.6985
21200000,-389635.4748,-5300.954386,-384334.5204
21220000,-389681.9451,-5313.134413,-384368.8107
21240000,-389662.0132,-5314.61213,-384347.401
21260000,-389652.2376,-5315.599135,-384336.6384
21280000,-389628.8932,-5317.264386,-384311.6288
21300000,-389692.2132,-5325.159518,-384367.0537
21320000,-389694.4687,-5317.760578,-384376.7081
21340000,-389754.7681,-5318.327441,-384436.4407
21360000,-389692.6937,-5311.687959,-384381.0058
21380000,-389661.933,-5315.771027,-384346.162
21400000,-389632.9749,-5306.182923,-384326.7919
21420000,-389644.7261,-5308.386664,-384336.3395
21440000,-389668.502,-5311.731968,-384356.77
21460000,-389623.9028,-5308.260097,-384315.6427
21480000,-389697.81,-5310.07888,-384387.7311
21500000,-389690.1437,-5319.279174,-384370.8646
21520000,-389659.5989,-5324.205689,-384335.3933
21540000,-389698.4076,-5309.094188,-384389.3134
21560000,-389710.1389,-5310.239469,-384399.8995
21580000,-389670.9228,-5306.199076,-384364.7237
21600000,-389696.2828,-5307.407186,-384388.8756
21620000,-389686.1521,-5306.888923,-384379.2632
21640000,-389703.1513,-5314.053696,-384389.0976
21660000,-389609.4347,-5311.371106,-384298.0636
21680000,-389593.5034,-5305.009237,-384288.4942
21700000,-389660.2753,-5315.694984,-384344.5804
21720000,-389629.8741,-5316.147715,-384313.7263
21740000,-389657.2849,-5311.572775,-384345.7121
21760000,-389653.672,-5308.973103,-384344.6989
21780000,-389714.1623,-5307.060124,-384407.1021
21800000,-389670.1278,-5301.469832,-384368.6579
21820000,-389703.5601,-5305.020928,-384398.5391
21840000,-389714.1127,-5314.270328,-384399.8423
21860000,-389648.3505,-5303.680019,-384344.6705
21880000,-389643.7933,-5302.530714,-384341.2626
21900000,-389642.0704,-5308.762076,-384333.3083
21920000,-389630.0706,-5309.180295,-384320.8903
21940000,-389640.0769,-5310.526332,-384329.5506
21960000,-389645.3329,-5323.377529,-384321.9554
21980000,-389638.6356,-5313.528912,-384325.1066
22000000,-389703.3896,-5323.851196,-384379.5384
22020000,-389730.0869,-5324.188,-384405.8989
22040000,-389719.7009,-5324.056589,-384395.6443
22060000,-389693.4179,-5330.311382,-384363.1065
22080000,-389668.9175,-5315.28106,-384353.6364
22100000,-389694.7831,-5319.1969,-384375.5862
22120000,-389635.7682,-5319.603391,-384316.1648
22140000,-389633.9158,-5314.840518,-384319.0753
22160000,-389683.1988,-5314.654056,-384368.5447
22180000,-389660.2579,-5309.14361,-384351.1143
22200000,-389655.3293,-5304.768314,-384350.561
22220000,-389639.8829,-5306.090655,-384333.7923
22240000,-389613.9129,-5302.288954,-384311.6239
22260000,-389616.4195,-5297.892058,-384318.5275
22280000,-389607.8319,-5302.188537,-384305.6434
22300000,-389615.8587,-5308.751287,-384307.1074
22320000,-389560.8235,-5309.401234,-384251.4222
22340000,-389656.4576,-5309.04508,-384347.4125
22360000,-389672.6052,-5307.785539,-384364.8197
22380000,-389687.8329,-5304.93503,-384382.8978
22400000,-389664.1985,-5309.048754,-384355.1497
22420000,-389652.8037,-5307.630409,-384345.1732
22440000,-389679.4895,-5306.647911,-384372.8415
22460000,-389669.0929,-5315.665002,-384353.4279
22480000,-389694.4007,-5317.705966,-384376.6947
22500000,-389713.222,-5317.898459,-384395.3236
22520000,-389663.9072,-5319.559348,-384344.3478
22540000,-389651.9442,-5313.160672,-384338.7836
22560000,-389626.3908,-5317.417133,-384308.9737
22580000,-389681.245,-5324.113189,-384357.1319
22600000,-389601.2787,-5315.435539,-384285.8431
22620000,-389618.9385,-5313.281157,-384305.6573
